Id,Label,timeset,username,category,post_activity,fan_count,talking_about_count,users_can_post,link
117383481635060,Kevin Sorbo Official Facebook Page,,KevinSorbo,Artist,0.11,497706,29197,yes,https://www.facebook.com/KevinSorbo/
421567781241181,Geek news overload,,geeknewsoverload,Movie/Television Studio,1.45,78271,2282,yes,https://www.facebook.com/geeknewsoverload/
173677352647797,Artichoke Presents,,,Artist,0.03,92,2,yes,https://www.facebook.com/Artichoke-Presents-173677352647797/
161544398675,Electric Zombie,,imkylecrawford,Clothing (Brand),0,43548,25,yes,https://www.facebook.com/imkylecrawford/
23829937651,Cubeecraft,,Cubeecraft,Arts & Humanities Website,0,72115,27,yes,https://www.facebook.com/Cubeecraft/
312064958926053,The 1701st Fleet,,The1701stFleet,Nonprofit Organization,0.02,12979,34,yes,https://www.facebook.com/The1701stFleet/
165687628633,Jimmy's USA,,jimmysusashow,Collectibles Store,0.03,1062,12,yes,https://www.facebook.com/jimmysusashow/
249942738384135,Project TriForce,,projecttriforce,Collectibles Store,0.01,13394,15,yes,https://www.facebook.com/projecttriforce/
127031120644257,Doctor Who,,DoctorWho,TV Show,0.32,5249662,24464,yes,https://www.facebook.com/DoctorWho/
13048857977,BBC America,,BBCAmerica,TV Network,0.07,1958041,4391,no,https://www.facebook.com/BBCAmerica/
189124004441511,Homeland,,HomelandOnShowtime,TV Show,0.01,2219433,1483,yes,https://www.facebook.com/HomelandOnShowtime/
15526475270,Dexter,,dexter,TV Show,0,12967330,6364,yes,https://www.facebook.com/dexter/
57403415485,Showtime Networks,,showtime,TV Network,0.03,864868,4451,yes,https://www.facebook.com/showtime/
119249468124144,Discovery Family Channel,,DiscFamily,TV Network,0.07,1147107,2170,yes,https://www.facebook.com/DiscFamily/
118429394841173,My Little Pony,,mylittlepony,Company,0.13,1328527,4173,yes,https://www.facebook.com/mylittlepony/
146805978722938,TRANSFORMERS,,transformers,Games/Toys,0.07,2377083,8287,yes,https://www.facebook.com/transformers/
180774635291325,Transformers,,transformersmovie,Movie,0.01,32601918,18116,yes,https://www.facebook.com/transformersmovie/
108725949157221,Hasbro Gaming,,hasbrogaming,Games/Toys,0.06,3420187,2988,yes,https://www.facebook.com/hasbrogaming/
101867679854347,"Hasbro, Inc.",,,Interest,0,43488,0,no,https://www.facebook.com/pages/Hasbro-Inc/101867679854347
321031023382,Adventure Time,,adventuretime,TV Show,0.02,17180981,71024,yes,https://www.facebook.com/adventuretime/
120551431317,Nickelodeon,,nickelodeon,TV Channel,0.16,26263315,39783,no,https://www.facebook.com/nickelodeon/
69144888562,True Blood,,TrueBlood,TV Show,0,10161395,3589,yes,https://www.facebook.com/TrueBlood/
15242063167,Big Kev's Geek Stuff,,BKGeekStuff,Community,0.01,689,13,yes,https://www.facebook.com/BKGeekStuff/
203332653028141,Shark Robot,,sharkrobotstore,Shopping & Retail,0.02,52605,699,no,https://www.facebook.com/sharkrobotstore/
203489966375567,Designing Geek,,DesigningGeek,Journalist,0.01,66,2,yes,https://www.facebook.com/DesigningGeek/
105426162824114,Dlisted,,,Website,0,8227,0,no,https://www.facebook.com/pages/Dlisted/105426162824114
160333394665,SALVADOR BACHILLER,,SalvadorBachilleroficial,Bags/Luggage,0.06,19481,71,yes,https://www.facebook.com/SalvadorBachilleroficial/
293522497387735,Nerds Do It Better,,NerdsDoItBetter.DFTG,Company,0.04,347651,14234,yes,https://www.facebook.com/NerdsDoItBetter.DFTG/
152896701437819,Nod Comics,,,Company,0,12,0,yes,https://www.facebook.com/Nod-Comics-152896701437819/
1592043404362928,Monkeys Fighting Robots,,monkeysfightingrobots,Media/News Company,0.5,10937,391,yes,https://www.facebook.com/monkeysfightingrobots/
520457191303253,Junior's Toy Box & Collectibles,,JuniorsToyBox,Games/Toys,0,271,0,yes,https://www.facebook.com/JuniorsToyBox/
116959404990047,Harley Yee Comics,,,Comic Bookstore,0,129,0,no,https://www.facebook.com/pages/Harley-Yee-Comics/116959404990047
219350704849879,Overground Comics,,overgroundcomiccompany,Media/News Company,0,3106,1,yes,https://www.facebook.com/overgroundcomiccompany/
156614721067882,Front Page Free Press,,FrontPageFreePress,Media/News Company,0,380,0,yes,https://www.facebook.com/FrontPageFreePress/
133942263308339,Jesse Rubenfeld Illustrations,,jesserubenfeldillustrations,Artist,0.01,1008,9,yes,https://www.facebook.com/jesserubenfeldillustrations/
174003637882,Dark Star Books and Comics,,,Bookstore,0.02,2767,90,yes,https://www.facebook.com/Dark-Star-Books-and-Comics-174003637882/
202406810136,MakerBot,,makerbot,Company,0.02,102296,147,yes,https://www.facebook.com/makerbot/
159291617418944,NightOwls Media,,NightOwlsMediaFB,Local Business,0.04,859,33,yes,https://www.facebook.com/NightOwlsMediaFB/
273082432286,The Lotus Guardian,,,Collectibles Store,0,415,0,yes,https://www.facebook.com/The-Lotus-Guardian-273082432286/
133940946710303,Kusuri Enterprises,,KusuriEnterprises,Clothing (Brand),0,613,0,yes,https://www.facebook.com/KusuriEnterprises/
327317741718,Impure Blood,,ImpureBloodComic,Entertainment Website,0,314,0,yes,https://www.facebook.com/ImpureBloodComic/
195938137088602,And Thank You For Flying,,,Artist,0,65,0,yes,https://www.facebook.com/And-Thank-You-For-Flying-195938137088602/
120797627967685,Medallion,,medallion,Publisher,0,5008,0,yes,https://www.facebook.com/medallion/
113857078695409,The Ultimate 7,,,Product/Service,0,318,0,yes,https://www.facebook.com/The-Ultimate-7-113857078695409/
275298082576800,The Basement Toys and Comics,,,Toy Store,0.02,1539,55,yes,https://www.facebook.com/The-Basement-Toys-and-Comics-275298082576800/
198162636902403,Pyroglyphics Studio,,PyroglyphicsStudio,Artist,0.01,3300,17,yes,https://www.facebook.com/PyroglyphicsStudio/
223130431066545,Outland Collectibles and Toys,,OutlandCT,Toy Store,0,751,1,yes,https://www.facebook.com/OutlandCT/
6150859770,American Library Association,,AmericanLibraryAssociation,Library,0.05,193498,1166,yes,https://www.facebook.com/AmericanLibraryAssociation/
208399699201518,Got Comics Inc,,gotcomicsinc,Comic Bookstore,0.05,754,42,yes,https://www.facebook.com/gotcomicsinc/
125817117520772,Awesome Horse Studios,,awesomehorsestudios,Artist,0,1944,1,yes,https://www.facebook.com/awesomehorsestudios/
206470242651,Fat Kid Revolution,,FATKIDREVOLT,Clothing (Brand),0,434,0,yes,https://www.facebook.com/FATKIDREVOLT/
132210166818643,Spinner Rack Comics,,,Publisher,0,886,1,yes,https://www.facebook.com/Spinner-Rack-Comics-132210166818643/
135611553120090,God Hates Astronauts,,,Entertainment Website,0,2268,0,yes,https://www.facebook.com/God-Hates-Astronauts-135611553120090/
134649080859,Paper Street Comics,,,Website,0,163,0,yes,https://www.facebook.com/Paper-Street-Comics-134649080859/
175978743243,DoctorWhoStore.com,,DoctorWhoStore,Shopping & Retail,0.06,2888,117,yes,https://www.facebook.com/DoctorWhoStore/
27356466362,Fugitive Toys,,fugitivetoys,Toy Store,0.01,16070,317,yes,https://www.facebook.com/fugitivetoys/
120512737959110,Kill Vampire Lincoln Productions,,killvampirelincoln,Movie/Television Studio,0,159,0,yes,https://www.facebook.com/killvampirelincoln/
114294911914986,Retro Outlaw,,,Local Business,0,9,0,no,https://www.facebook.com/pages/Retro-Outlaw/114294911914986
270706128574,Silver Circle Movie,,silvercirclemovie,Movie,0,14622,7,yes,https://www.facebook.com/silvercirclemovie/
258081415088,Little Brass Bird,,littlebrassbird,TV Show,0,352,0,yes,https://www.facebook.com/littlebrassbird/
285487028157137,Carlations,,carlations,Artist,0.04,9116,2366,no,https://www.facebook.com/carlations/
113771072065229,Art of Jenevieve Broomall,,JenBroomall,Artist,0.09,11772,372,yes,https://www.facebook.com/JenBroomall/
197362233642339,Box O Zombies,,BoxOZombies,Games/Toys,0,7308,1,yes,https://www.facebook.com/BoxOZombies/
111098858913309,Sega Addicts,,TheSegaAddicts,News & Media Website,0.01,714,2,yes,https://www.facebook.com/TheSegaAddicts/
109208003949,Scuola Internazionale di Comics,,scuolacomics,Art School,0.01,40739,13,no,https://www.facebook.com/scuolacomics/
14622305617,Blick Art Materials,,BlickArtMaterials,Product/Service,0.08,158897,4607,yes,https://www.facebook.com/BlickArtMaterials/
224455767574253,Inverse Press LLC,,inversepress,Media/News Company,0.01,892,7,yes,https://www.facebook.com/inversepress/
202295939844635,Charlie Tonic Hour,,charlietonic,Entertainment Website,0.01,740,2,yes,https://www.facebook.com/charlietonic/
90842087819,CheeseLord Comics,,CheeseLordComics,Publisher,0,279,2,yes,https://www.facebook.com/CheeseLordComics/
147557691955238,Comic Paradise Plus,,ComicParadisePlus,Collectibles Store,0.02,1409,19,yes,https://www.facebook.com/ComicParadisePlus/
176126952403809,Lonely Robot Comics,,lonelyrobotcomics,Publisher,0,245,0,yes,https://www.facebook.com/lonelyrobotcomics/
146340568721904,Hotsaucegames.com,,hotsaucegames,Collectibles Store,0,2798,1,no,https://www.facebook.com/hotsaucegames/
223322971078353,Sonic Quake Speaker,,SonicQuakeSpeaker,Electronics,0,160,0,yes,https://www.facebook.com/SonicQuakeSpeaker/
135727749825014,J. Tungol,,jtungolart,Artist,0,147,0,yes,https://www.facebook.com/jtungolart/
143900345667111,Caaats! Fan Page,,caaatsfans,Community,0,477,0,yes,https://www.facebook.com/caaatsfans/
21468572356,tofusquirrel,,tofusquirrelillustrations,Artist,0,1217,0,yes,https://www.facebook.com/tofusquirrelillustrations/
141544392543250,Problemtown,,Problemtown,Entertainment Website,0,94,0,yes,https://www.facebook.com/Problemtown/
172381566209193,Warrior Innkeeper Creative,,WarriorInnkeeper,Graphic Designer,0.01,327,1,yes,https://www.facebook.com/WarriorInnkeeper/
492915775373,Breshnyda,,adventuringcompany,Artist,0.01,1350,10,yes,https://www.facebook.com/adventuringcompany/
150194868398461,Bananas & Binary,,,Entertainment Website,0,138,0,yes,https://www.facebook.com/Bananas-Binary-150194868398461/
206576136030738,Collector's Paradise - Pasadena,,CP.Pasadena,Comic Bookstore,0.1,2210,32,yes,https://www.facebook.com/CP.Pasadena/
115060438512356,Comic Cellar,,,Comic Bookstore,0,121,0,no,https://www.facebook.com/pages/Comic-Cellar/115060438512356
172284276187827,Comics vs Toys,,,Comic Bookstore,0.03,1552,19,yes,https://www.facebook.com/Comics-vs-Toys-172284276187827/
87130230263,The Bearded Men Comics,,thebeardedmen,Community,0,327,0,yes,https://www.facebook.com/thebeardedmen/
30676757946,Outland Entertainment,,outlandentertainment,Arts & Entertainment,0.03,5678,31,yes,https://www.facebook.com/outlandentertainment/
150556221653011,Zombie Apocalypse Academy,,ZombieApocalypseAcademy,Website,0,95832,112,yes,https://www.facebook.com/ZombieApocalypseAcademy/
426831414034840,ComicWow,,ComicWow,Movie/Television Studio,0.01,12181,90,yes,https://www.facebook.com/ComicWow/
156423695630,Lance Briggs,,LanceBriggs,Athlete,0,222932,85,no,https://www.facebook.com/LanceBriggs/
127705867273023,Lance's Comic World,,,Community,0,33,0,yes,https://www.facebook.com/Lances-Comic-World-127705867273023/
213970991955671,Denver Comic Con,,DenverComicCon,Event,0.03,72325,583,no,https://www.facebook.com/DenverComicCon/
35639333587,Write Bloody Publishing,,writebloody,Publisher,0.01,13406,42,yes,https://www.facebook.com/writebloody/
273847006046794,Lion Forge,,LionForge,Publisher,0.08,49103,76,yes,https://www.facebook.com/LionForge/
396296470415166,Boston Metaphysical Society Comic,,BostonMetaphysicalSocietyComic,Book Series,0.02,2261,30,yes,https://www.facebook.com/BostonMetaphysicalSocietyComic/
129994478220,Boombotix,,boombotix,Electronics,0.01,26185,18,no,https://www.facebook.com/boombotix/
104015589635678,Cyanide and Happiness,,,Interest,0,86619,0,no,https://www.facebook.com/pages/Cyanide-and-Happiness/104015589635678
171315322928650,Dynamite Rex,,DynamiteRex,Games/Toys,0,6439,1,yes,https://www.facebook.com/DynamiteRex/
211295782252209,Flirty Fillies - My Little Pony Cosplay Group,,FlirtyFillies,Amateur Sports Team,0,871,0,yes,https://www.facebook.com/FlirtyFillies/
163984797037505,Ellie Kemper for Comikaze Expo,,,Community,0,82,0,yes,https://www.facebook.com/Ellie-Kemper-for-Comikaze-Expo-163984797037505/
316892628350701,"Habit Forming Films, LLC.",,habitformingfilms,Company,0,35,0,yes,https://www.facebook.com/habitformingfilms/
42131422531,CBNC,,CBNC.us,Clothing (Brand),0,5240,3,no,https://www.facebook.com/CBNC.us/
227077627304229,F4D Studios,,f4dstudios,Product/Service,0.05,28308,443,yes,https://www.facebook.com/f4dstudios/
144147285495,De Korner,,dekorner,Toy Store,0.01,1351,0,no,https://www.facebook.com/dekorner/
118838814802879,Smorgasbord Productions,,smorgasbordproductions,Media/News Company,0,185,0,yes,https://www.facebook.com/smorgasbordproductions/
129718223776070,Morphik,,MorphikLA,Retail Company,0,2271,0,yes,https://www.facebook.com/MorphikLA/
28701123733,AirSplat,,airsplat,Outdoor & Sporting Goods Company,0,442371,134,yes,https://www.facebook.com/airsplat/
212911795387736,StumpTown Kilts,,StumpTownKilts,Clothing Store,0.04,3707,305,yes,https://www.facebook.com/StumpTownKilts/
322468467805676,Genuine Haha,,Genuinehaha,Local Business,0,230,0,yes,https://www.facebook.com/Genuinehaha/
68171026034,Dragatomi,,,Retail Company,0,1957,0,yes,https://www.facebook.com/Dragatomi-68171026034/
345090799767,Essential Sequential,,essentialsequential,Website,0.06,5366,180,yes,https://www.facebook.com/essentialsequential/
112868532124656,Geeky Mamas,,,Product/Service,0,507,1,yes,https://www.facebook.com/Geeky-Mamas-112868532124656/
101266911241,Mugo,,Mugoplayer,Electronics,0,4433,1,yes,https://www.facebook.com/Mugoplayer/
135438409877545,FrankenFactory,,,Arts & Humanities Website,0,375,0,yes,https://www.facebook.com/FrankenFactory-135438409877545/
164133503638425,Desura / Bad Juju Games,,BadJujuGames,Video Game,0.01,106754,46,no,https://www.facebook.com/BadJujuGames/
7736402550,Baby Tattoo Books,,babytattoobooks,Product/Service,0,3792,135,yes,https://www.facebook.com/babytattoobooks/
282435698460537,The Ninjabot,,theninjabot,Graphic Designer,0.03,2447,52,yes,https://www.facebook.com/theninjabot/
10974649772,1928 Jewelry,,1928jewelry,Jewelry Wholesaler,0.03,21453,63,yes,https://www.facebook.com/1928jewelry/
151214618253960,Dke Toys,,,Business Service,0,151,0,no,https://www.facebook.com/pages/Dke-Toys/151214618253960
267751186652202,SpunkyJunk,,spunkydollgirl,Artist,0,159,0,yes,https://www.facebook.com/spunkydollgirl/
114850968568022,Matt Q. Spangler,,mattqspangler,Artist,0.02,2649,2,yes,https://www.facebook.com/mattqspangler/
428213773909356,Scrap Metals,,ScrapMets,Games/Toys,0,107,0,yes,https://www.facebook.com/ScrapMets/
171724652855897,February Gems,,FebruaryGems,Company,0,72,0,yes,https://www.facebook.com/FebruaryGems/
124623707680572,My Forever Forest,,MyForeverForest,Home Decor,0,38,0,yes,https://www.facebook.com/MyForeverForest/
329997597088345,Corvink,,CorvinkCo,Company,0.01,4773,4,yes,https://www.facebook.com/CorvinkCo/
185263759668,Global Geek News,,globalgeeknews,Computers & Internet Website,0.06,1438,272,yes,https://www.facebook.com/globalgeeknews/
199198146800806,The Loyal Subjects,,TheLoyalSubjectsCo,Games/Toys,0.01,31963,22,no,https://www.facebook.com/TheLoyalSubjectsCo/
117322714946210,SWEET STREETS,,SWEETSTREETSLA,Company,0,35863,16,yes,https://www.facebook.com/SWEETSTREETSLA/
89958126626,hi tree!,,tinarodas,Product/Service,0,2245,2,yes,https://www.facebook.com/tinarodas/
115307625236200,HACHI Supply.,,hachisupply,Pet Supplies,0,324,0,yes,https://www.facebook.com/hachisupply/
178280985623586,CMomA Community,,CMomaCommunity,Nonprofit Organization,0,1421,1,yes,https://www.facebook.com/CMomaCommunity/
149690208502082,Alana Thompson (Honey Boo Boo),,AlanaThompsonOfficialPage,TV Show,0.15,984273,1601,yes,https://www.facebook.com/AlanaThompsonOfficialPage/
207047816029568,Insanity Cat,,,Monarch,0.02,2482,51,yes,https://www.facebook.com/Insanity-Cat-207047816029568/
445711512126486,Silly Boys Games R 4 Girls,,SillyBoysGamesR4Girls,Games/Toys,0,46245,67,yes,https://www.facebook.com/SillyBoysGamesR4Girls/
487597921253435,Gamer Chicks Gone Wild,,GamerChicksGoneWild,Community,0,19183,15,yes,https://www.facebook.com/GamerChicksGoneWild/
476032932571307,Gamers & Geeks,,gamersandgeeksfandom,Just For Fun,0.03,37540,395,yes,https://www.facebook.com/gamersandgeeksfandom/
356898294383580,PC gamersunited,,PcGamersunited,Just For Fun,0.02,1595,5,yes,https://www.facebook.com/PcGamersunited/
310913859005161,GeekyGamerGirl,,GkyGmrGrl3,Community,0,6165,8,yes,https://www.facebook.com/GkyGmrGrl3/
477524769074676,VideoTex Vault,,videotexvault,Personal Website,0,29180,176,yes,https://www.facebook.com/videotexvault/
332101236883733,Roxy Lee Makeup,,RoxyLeeMakeup,Public Figure,0.01,10038,81,yes,https://www.facebook.com/RoxyLeeMakeup/
356268887761820,The Gaming Corner,,GamingCornerTGC,Entertainment Website,0.02,27477,86,yes,https://www.facebook.com/GamingCornerTGC/
356799317731345,Idris of Geeky Girls After Dark,,GeekyGirlIdris,Public Figure,0,412,0,yes,https://www.facebook.com/GeekyGirlIdris/
62308683415,"Singapore Toy, Game & Comic Convention - STGCC",,singaporetgcc,Arts & Entertainment,0.02,54970,611,no,https://www.facebook.com/singaporetgcc/
40926283226,Zeno Group,,zenogroup,Company,0.01,3048,34,yes,https://www.facebook.com/zenogroup/
85559118060,Josh Sundquist,,MotivationalSpeakerJoshSundquist,Motivational Speaker,0.01,372413,2645,yes,https://www.facebook.com/MotivationalSpeakerJoshSundquist/
89996167321,Magnet Releasing,,magnetreleasing,Movie/Television Studio,0.03,130545,41831,yes,https://www.facebook.com/magnetreleasing/
27607965984,Magnolia Pictures,,MagnoliaPictures,Movie/Television Studio,0.09,147155,1161,yes,https://www.facebook.com/MagnoliaPictures/
149814888437270,Anger Room,,AngerRoom,Arts & Entertainment,0.01,4357,10,yes,https://www.facebook.com/AngerRoom/
129696653745350,DesignerCon,,DesignerCon,Event,0.01,9729,157,yes,https://www.facebook.com/DesignerCon/
36351988647,Mysterious Galaxy,,MysteriousGalaxy,Bookstore,0.09,9700,172,yes,https://www.facebook.com/MysteriousGalaxy/
113568825320458,The Stuff,,,Movie,0,5656,0,yes,https://www.facebook.com/pages/The-Stuff/113568825320458
117495208322857,Official Sinister Pointe Haunted Attraction,,sinisterpointe,Haunted House,0.03,26876,247,yes,https://www.facebook.com/sinisterpointe/
187855911309592,AlienCyborgs.com,,AlienCyborgs,Entertainment Website,0.01,3586,7,yes,https://www.facebook.com/AlienCyborgs/
356907157732255,ZeeK Confeitaria,,ZeekConfeitaria,Local Business,0,2962,1,no,https://www.facebook.com/ZeekConfeitaria/
135039686871,Shock Till You Drop,,shocktillyoudrop,Website,0.02,44639,479,no,https://www.facebook.com/shocktillyoudrop/
147217865410161,Nerds In Transit,,NerdsInTransit,News Personality,0,95,0,yes,https://www.facebook.com/NerdsInTransit/
284756614966396,Clive Barker,,officialclivebarker,Author,0,259554,259,no,https://www.facebook.com/officialclivebarker/
476772695667640,Loot Crate,,lootcrate,Shopping & Retail,0.21,2633121,51627,no,https://www.facebook.com/lootcrate/
393795543986031,Hollywood Nailz,,HollywoodNailz,TV Show,0,1226,0,yes,https://www.facebook.com/HollywoodNailz/
305013309530048,"Steampunk: The Edison Family """"Fairy Hunters""""",,EdisonFam,Fictional Character,0,412,1,yes,https://www.facebook.com/EdisonFam/
94589241726,Halloween Horror Nights - Hollywood,,HalloweenHorrorNights,Landmark & Historical Place,0.01,761440,13457,no,https://www.facebook.com/HalloweenHorrorNights/
200767240014988,PodShare,,PodShare,Community Center,0,7344,183,yes,https://www.facebook.com/PodShare/
114370708608751,Age of Wushu,,AgeOfWushu,Games/Toys,0,17385,16,yes,https://www.facebook.com/AgeOfWushu/
204704646710,Rae Beth Designs,,,Accessories,0,6374,4,yes,https://www.facebook.com/Rae-Beth-Designs-204704646710/
187548777987439,Hotmind Comics,,hotmindcomics,Publisher,0,2095,0,no,https://www.facebook.com/hotmindcomics/
176176322415555,House of Andar,,houseofandar,Costume Shop,0,4612,5,yes,https://www.facebook.com/houseofandar/
31294410920,Jamie Tyndall,,jamietyndall.art,Artist,0.01,16590,243,yes,https://www.facebook.com/jamietyndall.art/
270981659634933,Epic-Scents,,,Product/Service,0,2020,2,yes,https://www.facebook.com/Epic-Scents-270981659634933/
336919513023295,Melt,,goudanuff,Food & Beverage Company,0,357,0,yes,https://www.facebook.com/goudanuff/
168391156551594,Miss Kit Quinn,,misskitquinn,Public Figure,0.01,14625,12,yes,https://www.facebook.com/misskitquinn/
198460913587557,Batgirl The Web Series,,BatgirlTheWebSeries,TV Show,0,9399,4,yes,https://www.facebook.com/BatgirlTheWebSeries/
190695830986047,Datamancer Labs,,DatamancerLabs,Local Business,0,10535,16,no,https://www.facebook.com/DatamancerLabs/
203675979164,Big Island Divers,,bigislanddivers,Scuba Diving Center,0,7315,66,no,https://www.facebook.com/bigislanddivers/
328980755108,Rasputin's Marionettes,,RasputinPuppets,Artist,0.01,2396,14,yes,https://www.facebook.com/RasputinPuppets/
125823480788066,Damefatale Cosplay,,DamefataleCosplay,Public Figure,0.01,6578,15,yes,https://www.facebook.com/DamefataleCosplay/
159679584098940,My Disney Cloud,,MyDisneyCloud,Entertainment Website,0.01,8879,16,yes,https://www.facebook.com/MyDisneyCloud/
522058161283385,IndiePulse Music,,indiepulsemusic,Music Chart,0.17,2493,81,yes,https://www.facebook.com/indiepulsemusic/
211116769552,Nerdmigos,,nerdmigos,Entertainment Website,0.01,3223,13,yes,https://www.facebook.com/nerdmigos/
147061865359952,Elizabeth Watasin Writer and Illustrator,,ElizabethWatasinX,Writer,0.01,726,5,no,https://www.facebook.com/ElizabethWatasinX/
254778901241466,Frontline Gaming,,FrontlineGaming,Toy Store,0.25,19516,278,yes,https://www.facebook.com/FrontlineGaming/
419281891449605,D-Piddy,,mercwiththemoves,Artist,0.03,444690,65456,yes,https://www.facebook.com/mercwiththemoves/
238592002864162,Katie Daryl,,katie.daryl,Public Figure,0.02,26177,126,yes,https://www.facebook.com/katie.daryl/
409807942395566,Golden Mixtape,,,Magazine,0.01,582,2,yes,https://www.facebook.com/Golden-Mixtape-409807942395566/
495736520454345,OVERKILL's The Walking Dead Game Fans,,TheWalkingDeadGameFans,Community,0,16884,9,yes,https://www.facebook.com/TheWalkingDeadGameFans/
80791377580,J. Scott Campbell,,jscottcampbellfanpage,Artist,0.02,428514,4150,no,https://www.facebook.com/jscottcampbellfanpage/
194824265412,Dr. Shroud,,drshroud,Website,0,599,0,yes,https://www.facebook.com/drshroud/
102410153246929,Kat's Anime Hats & Cosplay Services,,KatsAnimeHatsOfficialFanPage,Artist,0.01,7688,569,yes,https://www.facebook.com/KatsAnimeHatsOfficialFanPage/
10852735578,New York Comic Con,,newyorkcomiccon,Convention Center,0.05,262777,2328,no,https://www.facebook.com/newyorkcomiccon/
431636400243,Bakingdom,,Bakingdom,Home & Garden Website,0,569080,125,no,https://www.facebook.com/Bakingdom/
154375924589815,Gay West Hollywood,,gayweho,Dance & Night Club,2.41,26378,93,no,https://www.facebook.com/gayweho/
80690380313,Intellivision,,Intellivision,Games/Toys,0,10787,6,yes,https://www.facebook.com/Intellivision/
200903495119,Jessica and Hunter,,JessicaAndHunter,Public Figure,0,5100,1,yes,https://www.facebook.com/JessicaAndHunter/
139248552754202,X the official band page!,,XLosAngeles,Musician/Band,0.01,38039,187,no,https://www.facebook.com/XLosAngeles/
37877887019,X (the band),,,Musician/Band,0.01,66461,1161,no,https://www.facebook.com/X-the-band-37877887019/
158589377542407,The Walking Dead,,TheWalkingDeadBoardGame,Games/Toys,0,13304,6,yes,https://www.facebook.com/TheWalkingDeadBoardGame/
55686599978,The DAMN! Show,,damnshow,TV Show,0,46557,741,yes,https://www.facebook.com/damnshow/
18870062776,Creative Commons,,creativecommons,Nonprofit Organization,0.06,244047,263,yes,https://www.facebook.com/creativecommons/
8382915559,peta2,,peta2,Nonprofit Organization,0.1,1726359,9410,no,https://www.facebook.com/peta2/
237969612955456,Remove From Game,,,Website,0,135,0,yes,https://www.facebook.com/Remove-From-Game-237969612955456/
6096369029,Comedy Central,,ComedyCentral,News & Media Website,0.19,6679536,353796,yes,https://www.facebook.com/ComedyCentral/
329949017083163,Gamers Against Bigotry,,GAB648,Cause,0,4064,4,yes,https://www.facebook.com/GAB648/
19581556567,The Novo DTLA,,TheNovoDTLA,Performance & Event Venue,0.02,71972,1575,yes,https://www.facebook.com/TheNovoDTLA/
136184899780751,Peter Murphy,,petermurphyinfo,Musician/Band,0.06,237648,2656,yes,https://www.facebook.com/petermurphyinfo/
48947135361,Bill Nye The Science Guy,,billnye,Public Figure,0.01,4795903,3032,yes,https://www.facebook.com/billnye/
113122585369423,Activision,,,Local Business,0,69367,0,no,https://www.facebook.com/pages/Activision/113122585369423
26100103024,Space Ghost Coast to Coast,,spaceghostfanpage,TV Show,0,12464,51,yes,https://www.facebook.com/spaceghostfanpage/
132277310128403,With Great Power: The Stan Lee Story,,WithGreatPower,Movie,0,3196,1,yes,https://www.facebook.com/WithGreatPower/
237842452930668,The Zombie Survival Guide,,TheZombieSurvivalGuide,Book,0,1033002,407,yes,https://www.facebook.com/TheZombieSurvivalGuide/
53295197168,L.A. RECORD,,larecord,Media/News Company,0.03,11737,36,yes,https://www.facebook.com/larecord/
153137061412906,RETCON,,WatchRetcon,TV Show,0,465,0,yes,https://www.facebook.com/WatchRetcon/
351997614851890,MJ Anime Goods,,mjanimegoods,Arts & Entertainment,0.01,358,0,no,https://www.facebook.com/mjanimegoods/
39771239845,Elvira,,,Artist,0,33331,17,yes,https://www.facebook.com/Elvira-39771239845/
109788362411927,Scuttlebutt Ink,,ScuttlebuttInk,Artist,0,1200,0,yes,https://www.facebook.com/ScuttlebuttInk/
191374694224341,Welcome to Nursing HELL o,,Welcometonursinghello,Book,0,705,0,yes,https://www.facebook.com/Welcometonursinghello/
33284983735,Microcosm Publishing,,microcosmpublishing,Publisher,0.16,9368,816,yes,https://www.facebook.com/microcosmpublishing/
81619266009,Discover Los Angeles,,DiscoverLosAngeles,Local & Travel Website,0.1,1166182,2904,yes,https://www.facebook.com/DiscoverLosAngeles/
212038950250,SOURCING at MAGIC,,SourcingatMAGIC,Company,0,9498,38,yes,https://www.facebook.com/SourcingatMAGIC/
100373115024,UBM Fashion,,UBMFashion,Event,0.01,34662,355,yes,https://www.facebook.com/UBMFashion/
63454495229,Thomas Jane,,ThomasJaneFanPage,Artist,0.01,55656,84,yes,https://www.facebook.com/ThomasJaneFanPage/
142242322485042,Romantic Rock Designs,,RomanticRockDesigns,Retail Company,0,2581,6,no,https://www.facebook.com/RomanticRockDesigns/
105915032773256,Julie Newmar,,,Dancer,0,7294,0,no,https://www.facebook.com/pages/Julie-Newmar/105915032773256
103437539695964,Burt Ward,,,Artist,0,8032,0,yes,https://www.facebook.com/pages/Burt-Ward/103437539695964
230082868023,Adam West,,adamwest,Actor,0,508325,217,yes,https://www.facebook.com/adamwest/
11703052900,Richard Cheese,,richardcheese,Musician/Band,0.18,123478,417,no,https://www.facebook.com/richardcheese/
481945555124,Twisted Spiders,,TwistedSpiders,Retail Company,0.01,4552,132,yes,https://www.facebook.com/TwistedSpiders/
425955884121803,1st Strike Comics,,1stStrikeComics,Company,0.01,367,6,yes,https://www.facebook.com/1stStrikeComics/
134436629599,Outer Rim Toys,,theouterrimtoys,Toy Store,0.01,722,13,yes,https://www.facebook.com/theouterrimtoys/
139585372743051,GeekGirlCon,,GeekGirlCon,Event,0.01,17015,93,yes,https://www.facebook.com/GeekGirlCon/
